Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.296,Sun Mar 11 14:46:04 +0000 2018,0.099,0.901,0.0,Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other pre… https://t.co/uoydgUbADf,7,NYTimes
0.5719,Sun Mar 11 14:31:06 +0000 2018,0.0,0.81,0.19,In an effort to better understand the top chief executives — where they’re coming from and how they deal with the c… https://t.co/0F3Errf58a,8,NYTimes
-0.5574,Sun Mar 11 14:17:01 +0000 2018,0.221,0.698,0.081,"RT @motokorich: For Asia, Trump's willingness to meet Kim Jong-un averts--at least for now--the threat of nuclear conflict. Then again, the…",9,NYTimes
0.7845,Sun Mar 11 14:01:43 +0000 2018,0.0,0.753,0.247,"Modern Love: ""From the moment our daughter wakes to the moment she goes to sleep, we are engaged in a waltz with pe… https://t.co/1GLvH9ouWQ",10,NYTimes
0.0,Sun Mar 11 13:45:07 +0000 2018,0.0,1.0,0.0,Here are some of the highlights of the past week https://t.co/gSh2fxDPD8,11,NYTimes
-0.296,Sun Mar 11 13:41:06 +0000 2018,0.346,0.372,0.282,Bono Apologizes as Accusations of Abuse Hit Charity He Co-Founded https://t.co/qhfChDlonA,12,NYTimes
0.0,Sun Mar 11 13:15:06 +0000 2018,0.0,1.0,0.0,"Stephen Bannon, the exiled Trump adviser, is done wrecking the American establishment. His next mission? Training E… https://t.co/5vhAFL7cWy",13,NYTimes
0.0,Sun Mar 11 12:45:03 +0000 2018,0.0,1.0,0.0,President Trump is in discussions with a lawyer who represented Bill Clinton during the impeachment process about j… https://t.co/yQWnJirGpP,14,NYTimes
0.0,Sun Mar 11 12:15:03 +0000 2018,0.0,1.0,0.0,"The Kushner and Trump families have been stepping up their real estate collaborations, blurring the line between fa… https://t.co/wjU7n0cpbW",15,NYTimes
0.6249,Sun Mar 11 12:06:03 +0000 2018,0.0,0.631,0.369,"Contributing Op-Ed Writer: YouTube, the Great Radicalizer https://t.co/DYj4CcKsD9",16,NYTimes
-0.4215,Sun Mar 11 12:00:13 +0000 2018,0.128,0.872,0.0,"Emily Warren Roebling was not an engineer. But when her husband fell ill, she oversaw the construction and completi… https://t.co/7Ggw4LPRdk",17,NYTimes
-0.4939,Sun Mar 11 11:45:02 +0000 2018,0.225,0.775,0.0,Midwestern farmers could become collateral damage from retaliation against American tariffs https://t.co/fePAD3pZ7T,18,NYTimes
-0.3182,Sun Mar 11 11:15:05 +0000 2018,0.179,0.699,0.122,“These regulations were written with human blood.” Safety rules adopted after the Deepwater Horizon disaster are a… https://t.co/lRxMuPECzk,19,NYTimes
0.0,Sun Mar 11 10:50:06 +0000 2018,0.0,1.0,0.0,Prime Minister Justin Trudeau of Canada has appointed the first permanent female leader of the Royal Canadian Mount… https://t.co/R4AReaxMxU,20,NYTimes
0.0,Sun Mar 11 10:31:39 +0000 2018,0.0,1.0,0.0,"In Chile, a Billionaire Takes the Reins From a Socialist, Again https://t.co/wiFa3t6bzK",21,NYTimes
0.4215,Sun Mar 11 10:23:38 +0000 2018,0.0,0.859,0.141,"The worlds of drug marketing and TV entertainment are blurring. Take a look at a recent episode of ""black-ish."" https://t.co/KvyFSyAIUO",22,NYTimes
-0.6588,Sun Mar 11 10:05:10 +0000 2018,0.204,0.796,0.0,Donald Trump’s election shook one Ohio man so badly he swore off all political news. But what are the ethics of ign… https://t.co/srVJ0dS1Pn,23,NYTimes
0.3818,Sun Mar 11 09:59:54 +0000 2018,0.0,0.833,0.167,"On College Basketball: As N.C.A.A. Field Comes Together, Integrity Is on the Bubble https://t.co/ai34W61OpN",24,NYTimes
0.0,Sun Mar 11 09:56:16 +0000 2018,0.0,1.0,0.0,‘Saturday Night Live’ Parodies ‘The Bachelor’ With Another Kind of Breakup https://t.co/32ZNhuG68s,25,NYTimes
0.0,Sun Mar 11 09:33:44 +0000 2018,0.0,1.0,0.0,G.O.P. Rushed to Pass Tax Overhaul. Now It May Need to Be Altered. https://t.co/8GV1VyeNY1,26,NYTimes
0.0,Sun Mar 11 09:26:23 +0000 2018,0.0,1.0,0.0,"Vows: From Crayons to Chemo, He’s Back by Her Side https://t.co/khs9VanuQm",27,NYTimes
0.2263,Sun Mar 11 09:22:46 +0000 2018,0.0,0.84,0.16,"City Kitchen: A Take on Shepherd’s Pie, Straight From the Farm https://t.co/H5d5NlBJgC",28,NYTimes
0.4019,Sun Mar 11 09:15:40 +0000 2018,0.17,0.544,0.286,How Do You Teach People to Love Difficult Music? https://t.co/pGIZHTO278,29,NYTimes
0.2732,Sun Mar 11 09:11:57 +0000 2018,0.0,0.792,0.208,"At the Hayden Planetarium, a Joyride Across the Cosmos https://t.co/WNi6IWjjJp",30,NYTimes
0.0,Sun Mar 11 09:11:12 +0000 2018,0.0,1.0,0.0,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/vVHUdWVe0o",31,NYTimes
-0.3612,Sun Mar 11 08:54:01 +0000 2018,0.128,0.872,0.0,President Trump will convene with a group of leaders who have criticized his statements and policies on immigration https://t.co/nv9rMEIPon,32,NYTimes
0.6705,Sun Mar 11 08:50:24 +0000 2018,0.0,0.519,0.481,China’s Xi Wins Constitutional Backing for New Strongman Era https://t.co/M3WNKiEPkv,33,NYTimes
0.2263,Sun Mar 11 08:32:10 +0000 2018,0.108,0.739,0.153,"If you’re worried about the stock market, find someone to give you a hug. Let us explain. https://t.co/Ba4T4wFNT7",34,NYTimes
0.0,Sun Mar 11 08:16:01 +0000 2018,0.0,1.0,0.0,"""I'm a little rusty, but it doesn't matter,"" Serena Williams said to the crowd. ""I'm just out here on this journey… https://t.co/7oUOEYBDZa",35,NYTimes
0.5267,Sun Mar 11 07:58:03 +0000 2018,0.132,0.549,0.319,Some British schools are encouraging riskier play to build resilience and grit https://t.co/cCkagvGTHw,36,NYTimes
0.0,Sun Mar 11 07:28:49 +0000 2018,0.0,1.0,0.0,What to Pack for 36 Hours in Auckland https://t.co/R8wXEH8Hpw,37,NYTimes
0.25,Sun Mar 11 07:15:08 +0000 2018,0.0,0.913,0.087,Ida B. Wells is considered by historians to have been the most famous black woman in the U.S. during her lifetime.… https://t.co/aoFduRNlyR,38,NYTimes
0.0,Sun Mar 11 06:51:30 +0000 2018,0.0,1.0,0.0,Make this pot of red beans and rice https://t.co/ABJjSxsnMw https://t.co/yjmbAmYqM9,39,NYTimes
0.4404,Sun Mar 11 06:32:55 +0000 2018,0.0,0.804,0.196,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/MNdDFuMVIt",40,NYTimes
-0.1779,Sun Mar 11 06:16:02 +0000 2018,0.166,0.704,0.131,"Mired in poverty not long ago, Ghana’s economic growth is on track to outpace India’s https://t.co/lJpEBXU7cn",41,NYTimes
0.0,Sun Mar 11 05:58:05 +0000 2018,0.0,1.0,0.0,"Sensing a power grab in China by President Xi Jinping, Chinese students in the U.S. are showing signs of activism f… https://t.co/QImdvZPUZp",42,NYTimes
0.6124,Sun Mar 11 05:36:41 +0000 2018,0.08,0.62,0.299,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/wufZ5kGonc,43,NYTimes
0.0,Sun Mar 11 05:18:03 +0000 2018,0.0,1.0,0.0,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/AhBfQGFt3t,44,NYTimes
0.1531,Sun Mar 11 05:00:37 +0000 2018,0.13,0.672,0.197,"Fake news on Twitter is 70% more likely to be shared than the truth, researchers at MIT found https://t.co/PDx3HOmyfE",45,NYTimes
0.0,Sun Mar 11 04:41:27 +0000 2018,0.0,1.0,0.0,Peter Thiel is leaving Silicon Valley. Will others? https://t.co/0srODDzsRg,46,NYTimes
0.0,Sun Mar 11 04:24:14 +0000 2018,0.0,1.0,0.0,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/qpYVUarVZJ",47,NYTimes
0.0,Sun Mar 11 04:04:46 +0000 2018,0.0,1.0,0.0,A Horse Walked Into a Miami Beach Nightclub. Now Nobody Else Can. https://t.co/kaw0IMzBga,48,NYTimes
0.5994,Sun Mar 11 03:51:34 +0000 2018,0.0,0.776,0.224,"Amazon says it has figured out why its digital assistant, Alexa, has been mysteriously laughing for some users https://t.co/zE07cpOBNV",49,NYTimes
-0.7579,Sun Mar 11 03:33:31 +0000 2018,0.449,0.476,0.075,Violence Strikes a Veterans Program That Strove to Prevent It https://t.co/hvCn5WOiIc,50,NYTimes
0.0,Sun Mar 11 03:22:13 +0000 2018,0.0,1.0,0.0,"“We need your help,” a waitress in a small town whispered to our reporter. Here's what's happening in Madison, Indi… https://t.co/aLpZcnQdEX",51,NYTimes
0.128,Sun Mar 11 03:02:17 +0000 2018,0.0,0.927,0.073,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/prxur7Ha0U",52,NYTimes
0.1027,Sun Mar 11 02:46:01 +0000 2018,0.14,0.698,0.163,It’s True: False News Spreads Faster and Wider. And Humans Are to Blame. https://t.co/1tpUTE8QV5,53,NYTimes
-0.4754,Sun Mar 11 02:35:51 +0000 2018,0.134,0.866,0.0,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/6oZXCa5Frp",54,NYTimes
-0.3612,Sun Mar 11 02:15:05 +0000 2018,0.111,0.889,0.0,"“Somebody must show that the Afro-American race is more sinned against than sinning, and it seems to have fallen up… https://t.co/Qq9akMXkLy",55,NYTimes
0.2023,Sun Mar 11 01:45:50 +0000 2018,0.0,0.886,0.114,"After reigning atop the music industry for a decade, Taylor Swift suddenly seems under review https://t.co/3TNDXjLIby",56,NYTimes
0.0772,Sun Mar 11 01:26:47 +0000 2018,0.0,0.933,0.067,Over the years Frida Kahlo has been associated with a number of unlikely products. But what about a Barbie doll? https://t.co/hmiWCz6VQN,57,NYTimes
-0.6705,Sun Mar 11 01:09:44 +0000 2018,0.333,0.667,0.0,"California Police Officer Killed by Barricaded Gunman, Officials Say https://t.co/r6b4hyKEL3",58,NYTimes
0.6486,Sun Mar 11 01:02:02 +0000 2018,0.0,0.751,0.249,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/cU0L1MwWU1,59,NYTimes
0.0,Sun Mar 11 00:43:23 +0000 2018,0.0,1.0,0.0,Opinion: Eyes Here: Weekend Reads From the Opinion Section https://t.co/ANpEESonA0,60,NYTimes
0.128,Sun Mar 11 00:36:51 +0000 2018,0.1,0.779,0.121,An elaborate system has developed to silence women who level accusations against powerful men. One of those women i… https://t.co/4Dmxpjsgi8,61,NYTimes
0.5106,Sun Mar 11 00:16:18 +0000 2018,0.0,0.645,0.355,The Unbearable Cuteness of Maternity Overalls https://t.co/pfOpGxSbfr,62,NYTimes
0.0,Sun Mar 11 00:11:17 +0000 2018,0.0,1.0,0.0,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/YVZ4Ae8ODr,63,NYTimes
0.0,Sat Mar 10 23:50:27 +0000 2018,0.0,1.0,0.0,The ground around San Francisco Bay is sinking to meet the rising sea https://t.co/XOOxtmWNq4,64,NYTimes
0.4576,Sat Mar 10 23:30:13 +0000 2018,0.0,0.765,0.235,Conversations about sex and consent are especially urgent on college campuses. So let’s talk.… https://t.co/C3TkIYwa4O,65,NYTimes
0.0,Sat Mar 10 23:15:30 +0000 2018,0.0,1.0,0.0,A Ballet Score? Not Such a Stretch for the Pet Shop Boys https://t.co/3nWpUjVpc3,66,NYTimes
0.0,Sat Mar 10 23:15:04 +0000 2018,0.0,1.0,0.0,"In Opinion

Op-Ed contributor Rania Abouzeid writes, ""Were his old extremist ideas merely dormant, awaiting activat… https://t.co/QVqFjvudsA",67,NYTimes
0.0,Sat Mar 10 23:00:15 +0000 2018,0.0,1.0,0.0,Saturday playlist: the 12 new songs you need to hear https://t.co/JENBAmj4JQ,68,NYTimes
0.1761,Sat Mar 10 22:45:04 +0000 2018,0.085,0.798,0.117,Trump’s seemingly unstoppable series of erratic moves has helped cast China as the more stable power in Asia https://t.co/TuHgOajWOE,69,NYTimes
0.6249,Sat Mar 10 22:30:11 +0000 2018,0.0,0.796,0.204,Millennials are going to great lengths to bring plant life into their homes and work spaces https://t.co/5gpI7gA4mW,70,NYTimes
-0.4215,Sat Mar 10 22:15:05 +0000 2018,0.149,0.851,0.0,"In Opinion

The editorial board writes, ""Nonvoters aren’t protesting anything; they’re just putting their lives and… https://t.co/1PbDgInQwv",71,NYTimes
-0.6369,Sat Mar 10 22:06:04 +0000 2018,0.208,0.792,0.0,"Two California police officers were shot, one fatally, by a gunman who was barricaded in an apartment https://t.co/PC18ZeDaig",72,NYTimes
0.0,Sat Mar 10 22:00:12 +0000 2018,0.0,1.0,0.0,"Stephen Bannon, the exiled Trump adviser, is done wrecking the American establishment. His next mission? Training E… https://t.co/MqLhX2OI2M",73,NYTimes
0.2732,Sat Mar 10 21:45:09 +0000 2018,0.0,0.877,0.123,"President Trump is strongly considering Christopher P. Liddell, a former executive at Microsoft and General Motors,… https://t.co/3w1XRZiSTh",74,NYTimes
0.7269,Sat Mar 10 21:34:19 +0000 2018,0.086,0.584,0.33,"RT @jackhealyNYT: This fascinating @samdolnick story makes me want to ask this guy many questions. 

Like, fair enough to ignore D.C. intri…",75,NYTimes
0.0,Sat Mar 10 21:31:17 +0000 2018,0.0,1.0,0.0,RT @nytopinion: The list the world needs now. https://t.co/YPlFLe2B4j,76,NYTimes
0.0,Sat Mar 10 21:30:07 +0000 2018,0.0,1.0,0.0,President Trump is in discussions with a lawyer who represented Bill Clinton during the impeachment process about j… https://t.co/aWitB4FliI,77,NYTimes
0.0,Sat Mar 10 21:15:05 +0000 2018,0.0,1.0,0.0,Behind-the-scenes activity signals a deepening of the Trump-Kushner business relationship. It also poses potential… https://t.co/IemVcizZ3p,78,NYTimes
0.3612,Sat Mar 10 21:00:16 +0000 2018,0.0,0.884,0.116,"In Opinion
Senior correspondent and editor Susan Chira writes, ""Many women, those who grew up wealthy and those who… https://t.co/KByAgYbcr0",79,NYTimes
-0.4939,Sat Mar 10 20:45:06 +0000 2018,0.225,0.775,0.0,Midwestern farmers could become collateral damage from retaliation against American tariffs https://t.co/oE1FMsiFPD,80,NYTimes
0.0,Sat Mar 10 20:30:17 +0000 2018,0.0,1.0,0.0,"Drew Houston, Dropbox’s chief executive, is set to become the next bona fide tech billionaire https://t.co/Pf0FERTf56",81,NYTimes
-0.296,Sat Mar 10 20:15:07 +0000 2018,0.099,0.901,0.0,Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other pre… https://t.co/xvzgwWZlYI,82,NYTimes
0.0,Sat Mar 10 20:00:09 +0000 2018,0.0,1.0,0.0,"One year ago today, the invasion of the toddlers https://t.co/Tdov9NdtSA",83,NYTimes
0.0,Sat Mar 10 19:45:06 +0000 2018,0.0,1.0,0.0,"After a year on the job, Betsy DeVos is learning that leaving school policymaking to the states means not always ge… https://t.co/3lEO7t9XH4",84,NYTimes
0.5267,Sat Mar 10 19:30:14 +0000 2018,0.132,0.549,0.319,Some British schools are encouraging riskier play to build resilience and grit https://t.co/c49lN1yiyO,85,NYTimes
0.0,Sat Mar 10 19:15:06 +0000 2018,0.0,1.0,0.0,"Sensing a power grab in China by President Xi Jinping, Chinese students in the U.S. are showing signs of activism f… https://t.co/NkhlyGV6UJ",86,NYTimes
0.25,Sat Mar 10 19:00:15 +0000 2018,0.0,0.889,0.111,Ida B. Wells was a 30-year-old newspaper editor living in Memphis when she began her anti-lynching campaign… https://t.co/BA3cg7uVPK,87,NYTimes
0.7783,Sat Mar 10 18:45:02 +0000 2018,0.0,0.726,0.274,Man United’s 2-1 triumph at Old Trafford was the perfect José Mourinho victory: one marked by an undeniable effecti… https://t.co/zXGylSVY48,88,NYTimes
0.0,Sat Mar 10 18:30:07 +0000 2018,0.0,1.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/jXa3k5EjLP",89,NYTimes
-0.296,Sat Mar 10 18:15:07 +0000 2018,0.099,0.901,0.0,The cement giant Lafarge stayed in Syria when other companies left. Now it is accused of paying off ISIS militants… https://t.co/LnXsqgDwCb,90,NYTimes
-0.3182,Sat Mar 10 18:00:15 +0000 2018,0.179,0.699,0.122,“These regulations were written with human blood.” Safety rules adopted after the Deepwater Horizon disaster are a… https://t.co/KMpCc20r1U,91,NYTimes
0.3612,Sat Mar 10 17:50:14 +0000 2018,0.0,0.894,0.106,“He has the privilege of constructing a world in which very little of what he doesn’t have to deal with gets throug… https://t.co/RNbZdS04KW,92,NYTimes
-0.3612,Sat Mar 10 17:45:08 +0000 2018,0.128,0.872,0.0,President Trump will convene with a group of leaders who have criticized his statements and policies on immigration https://t.co/YnZwLDUj9V,93,NYTimes
0.8074,Sat Mar 10 17:30:08 +0000 2018,0.0,0.61,0.39,Modern Love wants to hear about how college students handle sexual consent. Share your story. https://t.co/jrU1PE87Tg,94,NYTimes
-0.1779,Sat Mar 10 17:15:02 +0000 2018,0.166,0.704,0.131,"Mired in poverty not long ago, Ghana’s economic growth is on track to outpace India’s https://t.co/4KWVGXkPxH",95,NYTimes
-0.5423,Sat Mar 10 17:00:03 +0000 2018,0.209,0.791,0.0,Donald Trump’s victory shook him. Badly. And so Erik Hagerman developed his own eccentric experiment: He swore that… https://t.co/r36KEL2SDm,96,NYTimes
-0.4588,Sat Mar 10 16:45:07 +0000 2018,0.158,0.842,0.0,"The vandals attacked a statue of Gandhi in the southern state of Kerala, breaking its wire-rimmed eyeglasses https://t.co/8Vp4xYxiL0",97,NYTimes
-0.0258,Sat Mar 10 16:30:08 +0000 2018,0.08,0.843,0.077,RT @samdolnick: I went to Ohio to profile a man living the liberal dream to the extreme. He has blocked ALL information about Trump and kno…,98,NYTimes
0.3612,Sat Mar 10 16:15:06 +0000 2018,0.0,0.829,0.171,"Migrants have created some of the works themselves, looking for ways in China’s carefully monitored society to expr… https://t.co/4q47ELEGJ0",99,NYTimes
