Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",34,CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",35,CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",36,CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,37,CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",38,CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,39,CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",40,CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,41,CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",42,CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",43,CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",44,CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,45,CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",46,CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",47,CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",48,CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,49,CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",50,CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",51,CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,52,CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,53,CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,54,CBS
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,55,CBS
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",56,CBS
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",57,CBS
0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",58,CBS
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",59,CBS
0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",60,CBS
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",61,CBS
0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,62,CBS
0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",63,CBS
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,0.0,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,64,CBS
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",65,CBS
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,66,CBS
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,67,CBS
0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,0.0,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,68,CBS
0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,0.0,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",69,CBS
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",70,CBS
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,0.135,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…,71,CBS
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",72,CBS
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,73,CBS
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",74,CBS
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",75,CBS
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",76,CBS
0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",77,CBS
0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,78,CBS
0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,79,CBS
0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,80,CBS
-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,81,CBS
0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,82,CBS
0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.651,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,83,CBS
0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on ?,84,CBS
0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,85,CBS
0.8442,Wed Jan 31 01:00:35 +0000 2018,0.0,0.649,0.351,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,86,CBS
0.923,Wed Jan 31 00:55:04 +0000 2018,0.0,0.594,0.406,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,87,CBS
0.5994,Wed Jan 31 00:37:20 +0000 2018,0.0,0.794,0.206,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",88,CBS
0.8834,Wed Jan 31 00:11:53 +0000 2018,0.0,0.593,0.407,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",89,CBS
0.8553,Tue Jan 30 23:35:01 +0000 2018,0.0,0.724,0.276,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,90,CBS
0.8553,Tue Jan 30 21:19:22 +0000 2018,0.0,0.694,0.306,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,91,CBS
0.9215,Tue Jan 30 18:46:04 +0000 2018,0.0,0.609,0.391,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",92,CBS
0.0,Tue Jan 30 16:00:02 +0000 2018,0.0,1.0,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,93,CBS
0.5994,Tue Jan 30 04:03:31 +0000 2018,0.0,0.813,0.187,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",94,CBS
0.6908,Tue Jan 30 03:17:51 +0000 2018,0.0,0.711,0.289,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,95,CBS
0.0,Tue Jan 30 02:12:15 +0000 2018,0.0,1.0,0.0,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,96,CBS
-0.296,Tue Jan 30 01:29:06 +0000 2018,0.115,0.885,0.0,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,97,CBS
0.0,Tue Jan 30 00:11:05 +0000 2018,0.0,1.0,0.0,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,98,CBS
0.3818,Mon Jan 29 22:45:21 +0000 2018,0.0,0.885,0.115,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,99,CBS
0.0,Sun Mar 11 16:30:07 +0000 2018,0.0,1.0,0.0,Northeast prepares for its 3rd winter storm in the past 10 days https://t.co/JoTRQetMZY https://t.co/Jc6CQmUv7G,0,CNN
-0.4215,Sun Mar 11 16:16:06 +0000 2018,0.128,0.872,0.0,"""Frankly, I just don't see how any senator can vote to weaken the regulations on Wall Street banks."" Democratic Sen… https://t.co/UElyMlyCl7",1,CNN
0.0,Sun Mar 11 16:00:11 +0000 2018,0.0,1.0,0.0,Customers of a restaurant and a pub in the UK have been urged to wash their clothes as a precaution after traces of… https://t.co/D6mdjVheg6,2,CNN
-0.6486,Sun Mar 11 15:45:52 +0000 2018,0.187,0.813,0.0,"""We can't do what we did with Iran and let off the pressure and then just watch the behavior go in the wrong direct… https://t.co/Z8knp3MEam",3,CNN
-0.6124,Sun Mar 11 15:30:12 +0000 2018,0.325,0.6,0.075,"US Defense Secretary James Mattis warns Syria against using chemical weapons, doubts Russian missile claims… https://t.co/SS2g8Prnq1",4,CNN
0.2187,Sun Mar 11 15:00:15 +0000 2018,0.095,0.774,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/LV5n4lhDKy",5,CNN
0.4215,Sun Mar 11 14:45:03 +0000 2018,0.0,0.859,0.141,Video games do not teach people to become shooters in real life | By Lindsay Grace via @CNNOpinion… https://t.co/To5tJkefdd,6,CNN
0.0,Sun Mar 11 14:30:10 +0000 2018,0.0,1.0,0.0,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/Nf0Lm30jOd",7,CNN
-0.2732,Sun Mar 11 14:15:07 +0000 2018,0.139,0.861,0.0,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/jq7skCHDUf https://t.co/EJkXr8jlW9,8,CNN
-0.3007,Sun Mar 11 14:03:27 +0000 2018,0.092,0.908,0.0,"Oprah says she's ""not running for office,""  but her advice for someone who might is ""do not give your energy to the… https://t.co/n2iTxgYjrl",9,CNN
-0.2732,Sun Mar 11 14:01:04 +0000 2018,0.139,0.861,0.0,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/QQ1nZJEfRJ https://t.co/D2DABt7h1W,10,CNN
-0.34,Sun Mar 11 13:31:02 +0000 2018,0.167,0.726,0.107,"Anthony C. Acevedo, the first Mexican-American to register as a Holocaust survivor, was a World War II medic and on… https://t.co/IQ14hNQBWr",11,CNN
0.0,Sun Mar 11 13:28:03 +0000 2018,0.0,1.0,0.0,Sen. Elizabeth Warren: “I am not running for president in 2020” https://t.co/0dy8gxtdRw https://t.co/M99yjYnqvR,12,CNN
-0.2475,Sun Mar 11 13:22:14 +0000 2018,0.127,0.745,0.128,"Sen. Elizabeth Warren: ""I want the President to succeed … but I am very worried he is going to go into these negoti… https://t.co/Q3DQPYof0Y",13,CNN
0.5095,Sun Mar 11 13:20:57 +0000 2018,0.0,0.845,0.155,"Sen. Elizabeth Warren: ""I am very glad to see this administration move toward a diplomatic approach to North Korea”… https://t.co/bFt8iWwzKq",14,CNN
0.2716,Sun Mar 11 13:14:35 +0000 2018,0.0,0.896,0.104,"GOP Sen. Ron Johnson of Wisconsin: “It’s just incredibly important to, I would say, ratchet up the sanctions agains… https://t.co/9tuearvy9f",15,CNN
0.0,Sun Mar 11 13:01:02 +0000 2018,0.0,1.0,0.0,This photographer snaps cancer-stricken kids as superheroes https://t.co/bRrWqqIk7r https://t.co/5MFEqEFbMw,16,CNN
0.0,Sun Mar 11 12:31:03 +0000 2018,0.0,1.0,0.0,"Barbie unveiled dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/Ss8N6WEbY4",17,CNN
0.2187,Sun Mar 11 12:01:04 +0000 2018,0.095,0.774,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/3MB6jMLDON",18,CNN
0.7003,Sun Mar 11 11:31:07 +0000 2018,0.0,0.674,0.326,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/O8piOHSRFL https://t.co/HZSii2dacL",19,CNN
0.0,Sun Mar 11 11:01:05 +0000 2018,0.0,1.0,0.0,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/2R3nT6dWU7",20,CNN
0.0,Sun Mar 11 10:31:02 +0000 2018,0.0,1.0,0.0,"""They could divorce. They could own property. They had many rights that women in subsequent civilizations didn't ha… https://t.co/5897yT64XL",21,CNN
-0.0762,Sun Mar 11 10:01:02 +0000 2018,0.075,0.925,0.0,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/xF15GOjWIb",22,CNN
-0.4588,Sun Mar 11 09:31:04 +0000 2018,0.211,0.789,0.0,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/oMS9hLU8Lx",23,CNN
0.0,Sun Mar 11 09:01:05 +0000 2018,0.0,1.0,0.0,"Child marriage is declining, a new UNICEF report says - but 12 million girls are still married in childhood every y… https://t.co/DAUZ1yVebf",24,CNN
-0.5994,Sun Mar 11 08:31:04 +0000 2018,0.163,0.837,0.0,"Scientists unravel the mystery of the Roman ""gate to hell,"" which was thought to belch a ""breath of death"" that cau… https://t.co/WJbHlsGepb",25,CNN
0.34,Sun Mar 11 08:30:48 +0000 2018,0.0,0.854,0.146,"China's largely ceremonial parliament endorses a constitutional amendment, paving the way for President Xi Jinping… https://t.co/RCTC01CJUz",26,CNN
0.3818,Sun Mar 11 08:15:05 +0000 2018,0.0,0.898,0.102,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/V8Ln7DhjHo",27,CNN
0.0,Sun Mar 11 08:01:03 +0000 2018,0.0,1.0,0.0,Facebook robots may one day follow you around at home https://t.co/urKEOzSzgF https://t.co/t1dARIPBBS,28,CNN
-0.4767,Sun Mar 11 07:31:03 +0000 2018,0.171,0.829,0.0,"Fake news travels at a markedly faster rate on Twitter than accurate information, a new study finds… https://t.co/kpbDwphXbN",29,CNN
0.0,Sun Mar 11 07:01:03 +0000 2018,0.0,1.0,0.0,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/r5bQPtepzj https://t.co/Fdxg8DUHHI,30,CNN
0.0,Sun Mar 11 06:59:06 +0000 2018,0.0,1.0,0.0,Former White House press secretary Jay Carney says the role he once held has become unrecognizable under President… https://t.co/K3qLcWnL4R,31,CNN
0.0,Sun Mar 11 06:30:08 +0000 2018,0.0,1.0,0.0,"""Black Panther"" to cross $1 billion worldwide in less than a month https://t.co/wJzaL36egw https://t.co/4uiuQSt2CG",32,CNN
0.0772,Sun Mar 11 06:01:04 +0000 2018,0.0,0.939,0.061,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/fHImyRVV9l",33,CNN
0.0,Sun Mar 11 05:46:00 +0000 2018,0.0,1.0,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/Tm73ZWcpn9,34,CNN
0.0,Sun Mar 11 05:31:05 +0000 2018,0.0,1.0,0.0,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/MtqRDZ4kgB,35,CNN
0.25,Sun Mar 11 05:16:00 +0000 2018,0.0,0.9,0.1,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/aRZHkrFLDL",36,CNN
0.0,Sun Mar 11 05:00:06 +0000 2018,0.0,1.0,0.0,"President Trump is looking at adding impeachment lawyer to the White House team, The New York Times reports… https://t.co/clGPoY680u",37,CNN
-0.3818,Sun Mar 11 04:30:06 +0000 2018,0.167,0.833,0.0,"US Attorney General Jeff Sessions says judges blocking President Trump's policies is ""unconstitutional""… https://t.co/6FPpSHLqpd",38,CNN
0.5434,Sun Mar 11 04:00:08 +0000 2018,0.0,0.82,0.18,"""A Wrinkle in Time"" breaks through with a new kind of heroism, writes Van Jones for @CNNOpinion… https://t.co/nHKWj0zLmn",39,CNN
0.1779,Sun Mar 11 03:30:11 +0000 2018,0.127,0.711,0.162,"Washington, save partisan fighting for actual partisan issues — not DACA, writes Fernand Fernandez for @CNNOpinion… https://t.co/PkLyK4GUMq",40,CNN
-0.296,Sun Mar 11 03:00:07 +0000 2018,0.104,0.896,0.0,"The CEO of dating app Bumble says she pays no mind to Tinder, her biggest competitor and former employer… https://t.co/vOQrSvoZoV",41,CNN
-0.4215,Sun Mar 11 02:30:03 +0000 2018,0.237,0.763,0.0,US worries over China's expanding role in Africa https://t.co/JdQ485Nc35 https://t.co/HoPZkfx31V,42,CNN
0.2263,Sun Mar 11 02:01:39 +0000 2018,0.186,0.595,0.219,Oprah says she was inspired to help the Florida school shooting survivors fight for gun control because their dedic… https://t.co/SHC9psBXC6,43,CNN
0.0258,Sun Mar 11 01:37:14 +0000 2018,0.204,0.584,0.212,"President Trump appears to mock ""presidential"" behavior: ""That's easy"" https://t.co/zvDdpiNUy1",44,CNN
0.0,Sun Mar 11 01:30:08 +0000 2018,0.0,1.0,0.0,US Secretary of State Rex Tillerson will resume his normal schedule Sunday after canceling his Saturday schedule of… https://t.co/8g4GLb4WHv,45,CNN
-0.6705,Sun Mar 11 01:28:25 +0000 2018,0.262,0.646,0.091,"President Trump discusses the death penalty for drug dealers: ""I don't think we should play games ... These people… https://t.co/yZwcNUrreM",46,CNN
0.0,Sun Mar 11 01:15:30 +0000 2018,0.0,1.0,0.0,"President Trump responds to chants of ""Build the wall"" at a rally in Pennsylvania: ""We are building the wall, 100%"" https://t.co/Oy2HVMcGjp",47,CNN
0.4404,Sun Mar 11 01:00:18 +0000 2018,0.0,0.805,0.195,Ireland seals Six Nations Championship title with four-try victory over Scotland https://t.co/uvZ1EZ067i https://t.co/AL5mTXS040,48,CNN
-0.5096,Sun Mar 11 00:58:33 +0000 2018,0.23,0.77,0.0,"President Trump: Even President Ronald Reagan ""was not great"" on trade https://t.co/UETvww4jNW",49,CNN
0.0,Sun Mar 11 00:46:34 +0000 2018,0.0,1.0,0.0,"President Trump announces his 2020 campaign slogan: ""Keep America Great!"" https://t.co/hKeK7AB2h6",50,CNN
0.6369,Sun Mar 11 00:39:31 +0000 2018,0.0,0.741,0.259,"President Trump: ""I'd love to beat Oprah"" in the 2020 presidential election https://t.co/t30yRIq0zd",51,CNN
0.296,Sun Mar 11 00:30:04 +0000 2018,0.0,0.855,0.145,Turkish court frees 2 journalists on bail in trial of Cumhuriyet opposition paper https://t.co/Un1EUty2p6 https://t.co/mEJQZ19oc5,52,CNN
0.0,Sun Mar 11 00:26:45 +0000 2018,0.0,1.0,0.0,"President Trump hits his predecessors on North Korea: ""They had their shot and all they did was nothing"" https://t.co/CIkhp64uW2",53,CNN
0.0,Sun Mar 11 00:20:39 +0000 2018,0.0,1.0,0.0,"President Trump on negotiations with North Korea: ""This should have been handled, by the way, over the last 30 year… https://t.co/dKCUO0NRzD",54,CNN
0.3818,Sun Mar 11 00:14:02 +0000 2018,0.056,0.808,0.136,President Trump touts his new steel and aluminum tariffs during a rally for Pennsylvania GOP special election candi… https://t.co/Q3E8P3zFBy,55,CNN
0.7906,Sun Mar 11 00:00:06 +0000 2018,0.0,0.611,0.389,Will Supreme Court Justice Anthony Kennedy retire and be Republicans' Senate savior?https://t.co/kr6I66I97I https://t.co/RnI7IY8i3j,56,CNN
0.2732,Sat Mar 10 23:30:13 +0000 2018,0.161,0.622,0.218,LGBTQ groups cry discrimination as Republican Sen. Mike Lee reintroduces religious freedom bill… https://t.co/HqPsXmxcYf,57,CNN
0.4939,Sat Mar 10 23:00:19 +0000 2018,0.112,0.612,0.276,President Trump's trade moves may be of no help in Pennsylvania special election https://t.co/11inyamR9f https://t.co/vJMpYrhEkU,58,CNN
0.3182,Sat Mar 10 22:45:03 +0000 2018,0.0,0.887,0.113,US Secretary of State Rex Tillerson changes tune after President Trump accepts meeting with North Korean leader Kim… https://t.co/kFsksZqn0u,59,CNN
0.0,Sat Mar 10 22:30:12 +0000 2018,0.0,1.0,0.0,President Trump's estranged adviser Steve Bannon tells a far-right gathering in France that they should handle accu… https://t.co/X2jidYv3xU,60,CNN
0.3612,Sat Mar 10 22:15:05 +0000 2018,0.0,0.828,0.172,"Steven Spielberg's ""Ready Player One"" to have world premiere at SXSW https://t.co/AzahlUPzxB https://t.co/P6cND1J2cs",61,CNN
0.0,Sat Mar 10 22:00:22 +0000 2018,0.0,1.0,0.0,Attorney General Jeff Sessions tests limits of immigration powers with asylum moves https://t.co/B8AfIWFrDD https://t.co/8D4RnpFuT3,62,CNN
0.0258,Sat Mar 10 21:45:06 +0000 2018,0.318,0.359,0.323,The week President Trump rewarded enemies and punished friends https://t.co/h9ZNBoxZ9q https://t.co/wgTo39OKvt,63,CNN
-0.4767,Sat Mar 10 21:30:16 +0000 2018,0.199,0.736,0.065,"""The darkness is there to show you your light."" Oprah Winfrey gives advice to Americans feeling jaded amid increasi… https://t.co/bNTETFcemm",64,CNN
0.0,Sat Mar 10 21:15:07 +0000 2018,0.0,1.0,0.0,Why is the US rolling back this high-return global investment? https://t.co/PHS5LIGmDj (via @CNNOpinion) https://t.co/nPp5q40N5r,65,CNN
0.6369,Sat Mar 10 21:00:53 +0000 2018,0.0,0.785,0.215,Jackie Kennedy looked like a movie star on her wedding day. But it wasn’t the wedding of her dreams. Go inside… https://t.co/oCzygC50Dv,66,CNN
0.0,Sat Mar 10 20:45:08 +0000 2018,0.0,1.0,0.0,Read CNN's interview with Stormy Daniels https://t.co/YIfuKhzX3Q https://t.co/HJOLk05OHs,67,CNN
-0.1779,Sat Mar 10 20:30:06 +0000 2018,0.17,0.709,0.121,"Florida adopts a wide package of gun laws, while Washington stalls https://t.co/F9zXo17teo https://t.co/dZlwaY7P7X",68,CNN
0.0,Sat Mar 10 20:15:08 +0000 2018,0.0,1.0,0.0,How porn star Stormy Daniels could impact the Russia investigation https://t.co/JoYkWOmiOx https://t.co/4UiUdSq7pE,69,CNN
